page,signal_id,family,signal,status,evidence
/a2a-secrets/01/,OP080,aeo_faq,Direct next-step answer,NA,page type
/a2a-secrets/01/,OP081,aeo_faq,FAQ visible,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP082,aeo_faq,10 contextual FAQs,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP083,aeo_faq,FAQ questions unique,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP084,aeo_faq,FAQ answers direct,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP085,aeo_faq,FAQ no contradiction,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP086,aeo_faq,FAQ schema parity,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP087,aeo_faq,Intent mapping,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP088,aeo_faq,TOF/MOF/BOF role,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP089,aeo_faq,Question hub linkage,NA,page type
/a2a-secrets/01/,OP090,aeo_faq,Answer block quotability,NA,page type
/a2a-secrets/01/,OP091,aeo_faq,Conversational readability,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP092,schema_org,JSON-LD present,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP093,schema_org,WebPage type,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP094,schema_org,Correct page subtype,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP095,schema_org,Organization reference,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP096,schema_org,WebSite reference,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP097,schema_org,mainEntity,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP098,schema_org,about,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP099,schema_org,mentions,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP100,schema_org,BreadcrumbList,PASS,breadcrumb
/a2a-secrets/01/,OP101,schema_org,Service schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP102,schema_org,Offer schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP103,schema_org,OfferCatalog schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP104,schema_org,FAQPage schema,NA,not a designated FAQ/money page
/a2a-secrets/01/,OP105,schema_org,DefinedTerm schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP106,schema_org,DefinedTermSet schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP107,schema_org,BlogPosting schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP108,schema_org,Article dates,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP109,schema_org,ImageObject,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP110,schema_org,inLanguage,PASS,lang=ro
/a2a-secrets/01/,OP111,schema_org,Stable @id,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP112,schema_org,Cross-page @id consistency,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP113,schema_org,Visible-schema parity,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP114,schema_org,No fake ratings,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP115,schema_org,No invented schema types,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP116,schema_org,No unsupported claims in schema,PASS,1 JSON-LD block(s)
/a2a-secrets/01/,OP117,geo_ere,Primary entity ID,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP118,geo_ere,Provider relationship,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP119,geo_ere,Provider inverse,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP120,geo_ere,Service-offer relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP121,geo_ere,Service-SOC relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP122,geo_ere,SOC-RRVI relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP123,geo_ere,Service-audience relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP124,geo_ere,Service-jurisdiction relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP125,geo_ere,Jurisdiction-regulation relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP126,geo_ere,Service-autonomy relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP127,geo_ere,Action-autonomy relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP128,geo_ere,Request-service relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP129,geo_ere,Request-quote relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP130,geo_ere,Quote-order relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP131,geo_ere,Order-delivery relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP132,geo_ere,Action-evidence relation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP133,geo_ere,Cardinality available,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP134,geo_ere,Inverse relationships,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP135,geo_ere,Cross-source entity match,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP136,geo_ere,ERE reconstruction,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP137,aio_ai_readability,AI readable summary,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP138,aio_ai_readability,Canonical definition,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP139,aio_ai_readability,Context completeness,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP140,aio_ai_readability,Entity disambiguation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP141,aio_ai_readability,Claim attribution,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP142,aio_ai_readability,Claim evidence link,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP143,aio_ai_readability,Citation-ready sentence,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP144,aio_ai_readability,Comparison-ready fields,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP145,aio_ai_readability,Decision-ready fields,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP146,aio_ai_readability,Action boundary clarity,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP147,aio_ai_readability,Escalation clarity,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP148,aio_ai_readability,Machine-readable mirror,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP149,aio_ai_readability,Cross-source consistency,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP150,aio_ai_readability,No ambiguous pronouns in key facts,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP151,aio_ai_readability,No hidden critical facts,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP152,aio_ai_readability,AI summary fidelity,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP153,internal_linking,Parent hub link,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP154,internal_linking,Child page links,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP155,internal_linking,Sibling contextual links,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP156,internal_linking,Canonical anchor text,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP157,internal_linking,No generic click-here dominance,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP158,internal_linking,No broken internal links,PASS,26 internal links
/a2a-secrets/01/,OP159,internal_linking,No orphan page,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP160,internal_linking,Breadcrumb link integrity,PASS,breadcrumb
/a2a-secrets/01/,OP161,internal_linking,Footer link integrity,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP162,internal_linking,Related content block,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP163,internal_linking,Intent cross-links,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP164,internal_linking,Product-service separation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP165,internal_linking,Innovation proof links,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP166,internal_linking,Contact CTA integrity,PASS,CTA language
/a2a-secrets/01/,OP167,internal_linking,No excessive internal redirects,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP168,trust_evidence,Legal entity visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP169,trust_evidence,Contact visible,PASS,contact
/a2a-secrets/01/,OP170,trust_evidence,Author/publisher visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP171,trust_evidence,Date published visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP172,trust_evidence,Date modified visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP173,trust_evidence,Claim source visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP174,trust_evidence,Proof link visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP175,trust_evidence,Document ID visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP176,trust_evidence,Version visible,PASS,trust/evidence cues
/a2a-secrets/01/,OP177,trust_evidence,SHA only if real,PASS,trust/evidence cues
/a2a-secrets/01/,OP178,trust_evidence,OTS only if real,PASS,trust/evidence cues
/a2a-secrets/01/,OP179,trust_evidence,OTS status explicit,PASS,trust/evidence cues
/a2a-secrets/01/,OP180,trust_evidence,No invented bitcoin block,PASS,trust/evidence cues
/a2a-secrets/01/,OP181,trust_evidence,Claim != Proof disclosure,PASS,trust/evidence cues
/a2a-secrets/01/,OP182,trust_evidence,Evidence relation,PASS,trust/evidence cues
/a2a-secrets/01/,OP183,trust_evidence,RRVI decision visibility,PASS,trust/evidence cues
/a2a-secrets/01/,OP184,trust_evidence,Human review disclosure,PASS,trust/evidence cues
/a2a-secrets/01/,OP185,trust_evidence,No false compliance guarantee,PASS,trust/evidence cues
/a2a-secrets/01/,OP186,trust_evidence,No false certification,PASS,trust/evidence cues
/a2a-secrets/01/,OP187,trust_evidence,Trust consistency,PASS,trust/evidence cues
/a2a-secrets/01/,OP188,agent_ready_governance,SOC reference,PASS,agent/governance cues
/a2a-secrets/01/,OP189,agent_ready_governance,Max autonomy,PASS,agent/governance cues
/a2a-secrets/01/,OP190,agent_ready_governance,Allowed actions,PASS,agent/governance cues
/a2a-secrets/01/,OP191,agent_ready_governance,Forbidden actions,PASS,agent/governance cues
/a2a-secrets/01/,OP192,agent_ready_governance,Eligibility rules,PASS,agent/governance cues
/a2a-secrets/01/,OP193,agent_ready_governance,Ineligibility rules,PASS,agent/governance cues
/a2a-secrets/01/,OP194,agent_ready_governance,Jurisdiction gate,PASS,agent/governance cues
/a2a-secrets/01/,OP195,agent_ready_governance,Regulation gate,PASS,agent/governance cues
/a2a-secrets/01/,OP196,agent_ready_governance,Financial threshold,PASS,agent/governance cues
/a2a-secrets/01/,OP197,agent_ready_governance,Human approval,PASS,agent/governance cues
/a2a-secrets/01/,OP198,agent_ready_governance,RRVI publish gate,PASS,agent/governance cues
/a2a-secrets/01/,OP199,agent_ready_governance,RRVI runtime gate,PASS,agent/governance cues
/a2a-secrets/01/,OP200,agent_ready_governance,allow outcome,PASS,agent/governance cues
/a2a-secrets/01/,OP201,agent_ready_governance,allow_with_conditions outcome,PASS,agent/governance cues
/a2a-secrets/01/,OP202,agent_ready_governance,human_review_required outcome,PASS,agent/governance cues
/a2a-secrets/01/,OP203,agent_ready_governance,block outcome,PASS,agent/governance cues
/a2a-secrets/01/,OP204,agent_ready_governance,No rule no autonomy,PASS,agent/governance cues
/a2a-secrets/01/,OP205,agent_ready_governance,No jurisdiction no sensitive action,PASS,agent/governance cues
/a2a-secrets/01/,OP206,agent_ready_governance,No approval no commitment,PASS,agent/governance cues
/a2a-secrets/01/,OP207,agent_ready_governance,No evidence no proof,PASS,agent/governance cues
/a2a-secrets/01/,OP208,media_accessibility,Image alt,NA,no images
/a2a-secrets/01/,OP209,media_accessibility,Decorative image handling,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP210,media_accessibility,Image width/height,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP211,media_accessibility,Modern image format,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP212,media_accessibility,Lazy loading non-critical,NA,no images
/a2a-secrets/01/,OP213,media_accessibility,Hero image priority,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP214,media_accessibility,Readable contrast,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP215,media_accessibility,Keyboard navigation,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP216,media_accessibility,Semantic buttons,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP217,media_accessibility,Form labels,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/a2a-secrets/01/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/a2a-secrets/01/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
